from_address,to_addresss,weight,distance,delivery_req,shipping_costs,ratings,otds,best_shipping_cost,carrier_ServiceType
98547,31791,29.93,3807.6605627862546,1,"[120.31440375190837, 91.31440375190837, 76.31440375190837, 115.31440375190837, 72.31440375190837, 88.31440375190837, 76.31440375190837]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",120.31440375190837,FEDEX_OVERNIGHT
98547,95630,97.46,937.9236755169607,2,"[103.7128245034464, 139.7128245034464, 124.7128245034464, 103.7128245034464, 120.7128245034464, 136.7128245034464, 124.7128245034464]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",139.7128245034464,FEDEX_FEDEX_GROUND
98547,49265,63.8,3178.5450067167185,2,"[84.99030004477812, 120.99030004477812, 105.99030004477812, 84.99030004477812, 101.99030004477812, 117.99030004477812, 105.99030004477812]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",120.99030004477812,FEDEX_FEDEX_GROUND
98547,83120,21.14,1110.708655434549,3,"[28.54472436956366, 28.54472436956366, 49.54472436956366, 28.54472436956366, 45.54472436956366, 28.54472436956366, 49.54472436956366]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",49.54472436956366,FEDEX_EXPRESS_SAVER
98547,33134,92.12,4491.653327584614,2,"[122.06435551723077, 158.06435551723075, 143.06435551723075, 122.06435551723077, 139.06435551723075, 155.06435551723075, 143.06435551723075]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",158.06435551723075,FEDEX_FEDEX_GROUND
98547,36304,25.14,3723.427384077731,3,"[49.962849227184876, 49.962849227184876, 70.96284922718488, 49.962849227184876, 66.96284922718488, 49.962849227184876, 70.96284922718488]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",70.96284922718488,FEDEX_EXPRESS_SAVER
98547,79780,7.45,2477.7370402827864,2,"[23.968246935218577, 59.96824693521858, 44.96824693521858, 23.968246935218577, 40.96824693521858, 56.96824693521858, 44.96824693521858]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",59.96824693521858,FEDEX_FEDEX_GROUND
98547,19516,36.94,3870.048988335489,1,"[127.74032658890326, 98.74032658890326, 83.74032658890326, 122.74032658890326, 79.74032658890326, 95.74032658890326, 83.74032658890326]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",122.74032658890326,UPS_UPS_EXPRESS_CRITICAL
98547,80165,41.09,1735.2489863085382,3,"[52.65832657539026, 52.65832657539026, 73.65832657539026, 52.65832657539026, 69.65832657539026, 52.65832657539026, 73.65832657539026]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",73.65832657539026,DHL_DHL_GROUND
98547,95834,47.68,934.5225541289411,2,"[53.91015036085961, 89.9101503608596, 74.9101503608596, 53.91015036085961, 70.9101503608596, 86.9101503608596, 74.9101503608596]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",86.9101503608596,DHL_SAMEDAY_JETLINE
98547,84011,18.67,1178.8708147891477,2,"[26.52913876526099, 62.52913876526099, 47.52913876526099, 26.52913876526099, 43.52913876526099, 59.52913876526099, 47.52913876526099]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",62.52913876526099,FEDEX_FEDEX_GROUND
98547,20617,71.89,3908.0031818953935,3,"[97.9433545459693, 97.9433545459693, 118.9433545459693, 97.9433545459693, 114.9433545459693, 97.9433545459693, 118.9433545459693]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",118.9433545459693,FEDEX_EXPRESS_SAVER
98547,92605,6.39,1545.432573241309,1,"[81.69288382160873, 52.69288382160873, 37.692883821608724, 76.69288382160873, 33.692883821608724, 49.69288382160873, 37.692883821608724]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",81.69288382160873,FEDEX_OVERNIGHT
98547,90037,96.83,1507.1962425704191,2,"[106.87797495046946, 142.87797495046945, 127.87797495046945, 106.87797495046946, 123.87797495046945, 139.87797495046945, 127.87797495046945]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",139.87797495046945,DHL_SAMEDAY_JETLINE
98547,96118,21.77,855.5429456453535,2,"[27.47361963763569, 63.47361963763569, 48.47361963763569, 27.47361963763569, 44.47361963763569, 60.47361963763569, 48.47361963763569]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",63.47361963763569,FEDEX_FEDEX_GROUND
98547,96203,97.46,8277.030308055946,1,"[217.6402020537063, 188.6402020537063, 173.6402020537063, 212.6402020537063, 169.6402020537063, 185.6402020537063, 173.6402020537063]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",217.6402020537063,FEDEX_OVERNIGHT
98547,16735,0.57,3602.4406249269227,2,"[24.586270832846154, 60.586270832846154, 45.586270832846154, 24.586270832846154, 41.586270832846154, 57.586270832846154, 45.586270832846154]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",60.586270832846154,FEDEX_FEDEX_GROUND
98547,33710,87.81,4160.265038433827,3,"[115.54510025622551, 115.54510025622551, 136.5451002562255, 115.54510025622551, 132.5451002562255, 115.54510025622551, 136.5451002562255]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",132.5451002562255,UPS_WORLDWIDE_EXPRESS_SAVER
98547,38647,19.96,3180.3871689718403,1,"[106.16258112647893, 77.16258112647893, 62.16258112647893, 101.16258112647893, 58.16258112647893, 74.16258112647893, 62.16258112647893]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",101.16258112647893,UPS_UPS_EXPRESS_CRITICAL
98547,27698,51.49,3929.2840406053574,2,"[77.68522693736905, 113.68522693736905, 98.68522693736905, 77.68522693736905, 94.68522693736905, 110.68522693736905, 98.68522693736905]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",113.68522693736905,FEDEX_FEDEX_GROUND
98547,62544,19.36,2923.861941342086,2,"[38.85241294228057, 74.85241294228058, 59.85241294228057, 38.85241294228057, 55.85241294228057, 71.85241294228058, 59.85241294228057]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",71.85241294228058,DHL_SAMEDAY_JETLINE
98547,52501,0.42,2598.6478384482316,2,"[17.744318922988214, 53.744318922988214, 38.744318922988214, 17.744318922988214, 34.744318922988214, 50.744318922988214, 38.744318922988214]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",53.744318922988214,FEDEX_FEDEX_GROUND
98547,31820,22.89,3663.8981437821485,1,"[112.31598762521433, 83.31598762521432, 68.31598762521432, 107.31598762521433, 64.31598762521432, 80.31598762521432, 68.31598762521432]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",112.31598762521433,FEDEX_OVERNIGHT
98547,87730,92.06,2028.685947236125,3,"[105.58457298157417, 105.58457298157417, 126.58457298157417, 105.58457298157417, 122.58457298157417, 105.58457298157417, 126.58457298157417]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",126.58457298157417,FEDEX_EXPRESS_SAVER
98547,70450,21.05,3379.2332976676403,1,"[108.57822198445093, 79.57822198445093, 64.57822198445093, 103.57822198445093, 60.578221984450934, 76.57822198445093, 64.57822198445093]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",103.57822198445093,UPS_UPS_EXPRESS_CRITICAL
98547,64429,69.5,2524.2519640193273,1,"[151.32834642679552, 122.32834642679552, 107.32834642679552, 146.32834642679552, 103.32834642679552, 119.32834642679552, 107.32834642679552]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",151.32834642679552,FEDEX_OVERNIGHT
98547,59868,72.85,805.1282181043209,3,"[78.2175214540288, 78.2175214540288, 99.2175214540288, 78.2175214540288, 95.2175214540288, 78.2175214540288, 99.2175214540288]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",99.2175214540288,DHL_DHL_GROUND
98547,75368,58.9,2786.20548122923,3,"[77.47470320819487, 77.47470320819487, 98.47470320819487, 77.47470320819487, 94.47470320819487, 77.47470320819487, 98.47470320819487]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",98.47470320819487,FEDEX_EXPRESS_SAVER
98547,98327,37.24,115.00871150982199,2,"[38.00672474339881, 74.00672474339882, 59.00672474339882, 38.00672474339881, 55.00672474339882, 71.00672474339882, 59.00672474339882]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",74.00672474339882,FEDEX_FEDEX_GROUND
98547,10512,92.55,3997.344440074814,2,"[119.19896293383209, 155.1989629338321, 140.1989629338321, 119.19896293383209, 136.1989629338321, 152.1989629338321, 140.1989629338321]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",152.1989629338321,DHL_SAMEDAY_JETLINE
98547,04563,86.17,4203.747334041729,1,"[179.1949822269449, 150.1949822269449, 135.19498222694486, 174.1949822269449, 131.19498222694486, 147.19498222694486, 135.19498222694486]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",174.1949822269449,UPS_UPS_EXPRESS_CRITICAL
98547,99678,20.32,2737.758663890494,3,"[38.57172442593663, 38.57172442593663, 59.57172442593663, 38.57172442593663, 55.57172442593663, 38.57172442593663, 59.57172442593663]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",59.57172442593663,FEDEX_EXPRESS_SAVER
98547,19403,37.73,3934.3602222441245,1,"[128.95906814829416, 99.95906814829416, 84.95906814829416, 123.95906814829416, 80.95906814829416, 96.95906814829416, 84.95906814829416]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",128.95906814829416,FEDEX_OVERNIGHT
98547,26167,64.73,3556.3847991083894,1,"[153.43923199405594, 124.43923199405593, 109.43923199405593, 148.43923199405594, 105.43923199405593, 121.43923199405593, 109.43923199405593]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",148.43923199405594,UPS_UPS_EXPRESS_CRITICAL
98547,11423,95.3,4027.0744899570996,2,"[122.14716326638066, 158.14716326638066, 143.14716326638066, 122.14716326638066, 139.14716326638066, 155.14716326638066, 143.14716326638066]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",155.14716326638066,DHL_SAMEDAY_JETLINE
98547,43912,28.53,3529.6457010001022,3,"[52.060971340000684, 52.060971340000684, 73.06097134000069, 52.060971340000684, 69.06097134000069, 52.060971340000684, 73.06097134000069]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",73.06097134000069,FEDEX_EXPRESS_SAVER
98547,53018,99.57,2816.1335971368103,1,"[183.34422398091206, 154.34422398091206, 139.34422398091206, 178.34422398091206, 135.34422398091206, 151.34422398091206, 139.34422398091206]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",183.34422398091206,FEDEX_OVERNIGHT
98547,87941,16.98,2122.8367559894145,3,"[31.13224503992943, 31.13224503992943, 52.13224503992943, 31.13224503992943, 48.13224503992943, 31.13224503992943, 52.13224503992943]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",52.13224503992943,DHL_DHL_GROUND
98547,49117,83.72,2994.6194568285123,1,"[168.6841297121901, 139.6841297121901, 124.68412971219009, 163.6841297121901, 120.68412971219009, 136.6841297121901, 124.68412971219009]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",163.6841297121901,UPS_UPS_EXPRESS_CRITICAL
98547,34737,75.97,4161.821666680669,3,"[103.71547777787113, 103.71547777787113, 124.71547777787113, 103.71547777787113, 120.71547777787113, 103.71547777787113, 124.71547777787113]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",120.71547777787113,UPS_WORLDWIDE_EXPRESS_SAVER
98547,30033,52.42,3624.2786657099923,2,"[76.58185777139995, 112.58185777139995, 97.58185777139995, 76.58185777139995, 93.58185777139995, 109.58185777139995, 97.58185777139995]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",112.58185777139995,FEDEX_FEDEX_GROUND
98547,62849,87.79,2997.980892251709,1,"[172.77653928167808, 143.77653928167808, 128.77653928167808, 167.77653928167808, 124.77653928167807, 140.77653928167808, 128.77653928167808]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",167.77653928167808,UPS_UPS_EXPRESS_CRITICAL
98547,32709,22.75,4230.9162065883675,2,"[50.956108043922455, 86.95610804392246, 71.95610804392246, 50.956108043922455, 67.95610804392246, 83.95610804392246, 71.95610804392246]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",83.95610804392246,DHL_SAMEDAY_JETLINE
98547,48091,65.06,3244.549462087282,2,"[86.69032974724855, 122.69032974724855, 107.69032974724855, 86.69032974724855, 103.69032974724855, 119.69032974724855, 107.69032974724855]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",122.69032974724855,FEDEX_FEDEX_GROUND
98547,66542,52.29,2465.1478536115233,3,"[68.72431902407682, 68.72431902407682, 89.72431902407683, 68.72431902407682, 85.72431902407683, 68.72431902407682, 89.72431902407683]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",89.72431902407683,DHL_DHL_GROUND
98547,52079,6.15,2669.108952747722,3,"[23.944059684984815, 23.944059684984815, 44.944059684984815, 23.944059684984815, 40.944059684984815, 23.944059684984815, 44.944059684984815]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",40.944059684984815,UPS_WORLDWIDE_EXPRESS_SAVER
98547,19175,78.62,3961.3939017865337,3,"[105.0292926785769, 105.0292926785769, 126.0292926785769, 105.0292926785769, 122.0292926785769, 105.0292926785769, 126.0292926785769]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",126.0292926785769,FEDEX_EXPRESS_SAVER
98547,34430,72.7,4087.323715889593,1,"[164.94882477259728, 135.94882477259728, 120.94882477259729, 159.94882477259728, 116.94882477259729, 132.94882477259728, 120.94882477259729]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",164.94882477259728,FEDEX_OVERNIGHT
98547,21050,83.6,3886.821296223969,1,"[174.51214197482645, 145.51214197482645, 130.51214197482645, 169.51214197482645, 126.51214197482645, 142.51214197482645, 130.51214197482645]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",174.51214197482645,FEDEX_OVERNIGHT
98547,32337,48.9,3869.7055969491093,3,"[74.69803731299406, 74.69803731299406, 95.69803731299407, 74.69803731299406, 91.69803731299407, 74.69803731299406, 95.69803731299407]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",95.69803731299407,FEDEX_EXPRESS_SAVER
98547,20701,49.76,3879.931728599475,2,"[75.6262115239965, 111.62621152399649, 96.62621152399649, 75.6262115239965, 92.62621152399649, 108.62621152399649, 96.62621152399649]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",108.62621152399649,DHL_SAMEDAY_JETLINE
98547,72206,21.11,2972.9473440947995,2,"[40.929648960631994, 76.929648960632, 61.929648960631994, 40.929648960631994, 57.929648960631994, 73.929648960632, 61.929648960631994]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",73.929648960632,DHL_SAMEDAY_JETLINE
98547,99170,22.55,508.04329669756714,2,"[25.936955311317114, 61.93695531131712, 46.93695531131712, 25.936955311317114, 42.93695531131712, 58.93695531131712, 46.93695531131712]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",58.93695531131712,DHL_SAMEDAY_JETLINE
98547,48846,83.14,3070.5998388336993,2,"[103.61066559222466, 139.61066559222468, 124.61066559222466, 103.61066559222466, 120.61066559222466, 136.61066559222468, 124.61066559222466]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",136.61066559222468,DHL_SAMEDAY_JETLINE
98547,33233,32.42,4496.864874675579,3,"[62.399099164503866, 62.399099164503866, 83.39909916450387, 62.399099164503866, 79.39909916450387, 62.399099164503866, 83.39909916450387]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",83.39909916450387,FEDEX_EXPRESS_SAVER
98547,64646,7.74,2575.74940564942,3,"[24.911662704329466, 24.911662704329466, 45.911662704329466, 24.911662704329466, 41.911662704329466, 24.911662704329466, 45.911662704329466]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",45.911662704329466,DHL_DHL_GROUND
98547,75573,85.28,2920.710047867728,3,"[104.75140031911819, 104.75140031911819, 125.75140031911819, 104.75140031911819, 121.75140031911819, 104.75140031911819, 125.75140031911819]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",125.75140031911819,FEDEX_EXPRESS_SAVER
98547,77554,14.66,3184.5732341800376,2,"[35.89048822786692, 71.89048822786691, 56.89048822786691, 35.89048822786692, 52.89048822786691, 68.89048822786691, 56.89048822786691]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",71.89048822786691,FEDEX_FEDEX_GROUND
98547,06509,7.34,4060.3589440782175,1,"[99.40905962718813, 70.40905962718811, 55.409059627188114, 94.40905962718813, 51.409059627188114, 67.40905962718811, 55.409059627188114]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",99.40905962718813,FEDEX_OVERNIGHT
98547,28207,55.16,3798.484826230584,1,"[145.48323217487055, 116.48323217487055, 101.48323217487055, 140.48323217487055, 97.48323217487055, 113.48323217487055, 101.48323217487055]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",140.48323217487055,UPS_UPS_EXPRESS_CRITICAL
98547,53826,21.91,2621.802781049279,1,"[104.38868520699519, 75.38868520699519, 60.38868520699519, 99.38868520699519, 56.38868520699519, 72.38868520699519, 60.38868520699519]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",104.38868520699519,FEDEX_OVERNIGHT
98547,01021,49.2,4042.5816988174984,1,"[141.15054465878333, 112.15054465878333, 97.15054465878333, 136.15054465878333, 93.15054465878333, 109.15054465878333, 97.15054465878333]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",141.15054465878333,FEDEX_OVERNIGHT
98547,44853,58.83,3288.939081182685,2,"[80.7562605412179, 116.7562605412179, 101.7562605412179, 80.7562605412179, 97.7562605412179, 113.7562605412179, 101.7562605412179]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",113.7562605412179,DHL_SAMEDAY_JETLINE
98547,59072,3.82,1186.4190578762978,1,"[76.72946038584197, 47.72946038584198, 32.72946038584198, 71.72946038584197, 28.729460385841985, 44.72946038584198, 32.72946038584198]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",71.72946038584197,UPS_UPS_EXPRESS_CRITICAL
98547,34138,65.81,4408.5963324082195,3,"[95.2006422160548, 95.2006422160548, 116.2006422160548, 95.2006422160548, 112.2006422160548, 95.2006422160548, 116.2006422160548]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",112.2006422160548,UPS_WORLDWIDE_EXPRESS_SAVER
98547,19734,11.26,3951.26937687189,3,"[37.6017958458126, 37.6017958458126, 58.601795845812596, 37.6017958458126, 54.601795845812596, 37.6017958458126, 58.601795845812596]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",58.601795845812596,DHL_DHL_GROUND
98547,74902,38.83,2775.1262278325325,2,"[57.330841518883545, 93.33084151888355, 78.33084151888355, 57.330841518883545, 74.33084151888355, 90.33084151888355, 78.33084151888355]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",93.33084151888355,FEDEX_FEDEX_GROUND
98547,20686,20.08,3958.7257724708857,1,"[111.4715051498059, 82.4715051498059, 67.4715051498059, 106.4715051498059, 63.47150514980591, 79.4715051498059, 67.4715051498059]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",106.4715051498059,UPS_UPS_EXPRESS_CRITICAL
98547,48632,91.72,3039.7614176770257,3,"[111.98507611784683, 111.98507611784683, 132.98507611784683, 111.98507611784683, 128.98507611784683, 111.98507611784683, 132.98507611784683]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",128.98507611784683,UPS_WORLDWIDE_EXPRESS_SAVER
98547,54467,73.5,2677.342429035502,2,"[91.34894952690334, 127.34894952690334, 112.34894952690334, 91.34894952690334, 108.34894952690334, 124.34894952690334, 112.34894952690334]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",127.34894952690334,FEDEX_FEDEX_GROUND
98547,60120,7.5,2868.7125668010717,1,"[91.62475044534048, 62.62475044534048, 47.62475044534048, 86.62475044534048, 43.62475044534048, 59.62475044534048, 47.62475044534048]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",86.62475044534048,UPS_UPS_EXPRESS_CRITICAL
98547,56165,56.47,2233.264620327032,1,"[136.3584308021802, 107.35843080218021, 92.35843080218021, 131.3584308021802, 88.35843080218021, 104.35843080218021, 92.35843080218021]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",136.3584308021802,FEDEX_OVERNIGHT
98547,58716,98.9,1733.7328750140252,3,"[110.45821916676017, 110.45821916676017, 131.45821916676016, 110.45821916676017, 127.45821916676017, 110.45821916676017, 131.45821916676016]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",131.45821916676016,DHL_DHL_GROUND
98547,96079,71.45,697.1304134013752,1,"[141.0975360893425, 112.0975360893425, 97.0975360893425, 136.0975360893425, 93.0975360893425, 109.0975360893425, 97.0975360893425]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",141.0975360893425,FEDEX_OVERNIGHT
