from_address,to_addresss,weight,distance,costs,shipping_cost,carrier_ServiceType
22936,97503,4,3747.3073356829254,"[107.32107335682925, 48.430048904552834, 43.83004890455284, 83.65404890455284, 45.03004890455284, 88.56604890455284, 51.286048904552835]",43.98204890455284,FEDEX_EXPRESS_SAVER
22936,64429,112,1371.6291981327452,"[245.56429198132747, 140.59219465421833, 135.9921946542183, 171.49619465421833, 133.95219465421832, 177.48819465421832, 138.0481946542183]",132.7841946542183,UPS_WORLDWIDE_EXPRESS_SAVER
22936,66930,128,1645.445839206414,"[272.3024583920641, 158.4176389280428, 153.81763892804278, 188.68163892804276, 151.29763892804277, 194.83363892804277, 155.07363892804275]",150.12963892804277,UPS_WORLDWIDE_EXPRESS_SAVER
22936,95518,126,3878.594507855582,"[291.6339450785558, 171.30529671903724, 166.70529671903722, 201.6492967190372, 164.2452967190372, 207.78129671903721, 168.0612967190372]",163.0772967190372,UPS_WORLDWIDE_EXPRESS_SAVER
22936,64646,64,1294.1154571226818,"[172.78915457122685, 92.07543638081788, 87.47543638081788, 124.89943638081787, 86.87543638081789, 130.4114363808179, 91.93143638081789]",85.70743638081788,UPS_WORLDWIDE_EXPRESS_SAVER
22936,74902,106,1459.387358876776,"[237.44187358876778, 135.17724905917854, 130.5772490591785, 166.3212490591785, 128.7172490591785, 172.2532490591785, 132.93324905917848]",127.54924905917849,UPS_WORLDWIDE_EXPRESS_SAVER
22936,11370,84,489.54831158629145,"[194.74348311586294, 106.71165541057526, 102.11165541057527, 138.7356554105753, 100.91165541057529, 144.4476554105753, 105.56765541057528]",99.74365541057529,UPS_WORLDWIDE_EXPRESS_SAVER
22936,36304,116,999.4888580206413,"[247.84288858020642, 142.11125905347097, 137.51125905347095, 172.85525905347097, 135.35125905347095, 178.88725905347093, 139.36725905347092]",134.18325905347095,UPS_WORLDWIDE_EXPRESS_SAVER
22936,66629,16,1494.4794401462848,"[102.79279440146284, 45.41119626764189, 40.8111962676419, 80.1551962676419, 41.6511962676419, 85.18719626764191, 47.66719626764189]",40.9631962676419,FEDEX_EXPRESS_SAVER
22936,62977,136,880.2221114421372,"[276.6502211144214, 161.31614740961427, 156.71614740961425, 191.2601474096143, 153.95614740961423, 197.49214740961423, 157.57214740961422]",152.78814740961423,UPS_WORLDWIDE_EXPRESS_SAVER
22936,49265,94,647.6223051640611,"[211.32422305164062, 117.76548203442707, 113.16548203442707, 149.3894820344271, 111.66548203442707, 155.20148203442707, 116.12148203442707]",110.49748203442707,UPS_WORLDWIDE_EXPRESS_SAVER
22936,30272,72,740.2459468428979,"[179.25045946842897, 96.38297297895265, 91.78297297895266, 128.88697297895268, 90.94297297895267, 134.47897297895267, 95.83897297895264]",89.77497297895266,UPS_WORLDWIDE_EXPRESS_SAVER
22936,15065,100,295.92581919113434,"[216.80725819191136, 121.42083879460755, 116.82083879460755, 152.80483879460758, 115.14083879460756, 158.67683879460756, 119.47683879460756]",113.97283879460755,UPS_WORLDWIDE_EXPRESS_SAVER
22936,71134,76,1512.4070700961704,"[192.97207070096172, 105.53071380064112, 100.93071380064113, 137.87471380064116, 99.97071380064114, 143.50671380064114, 104.78671380064115]",98.80271380064113,UPS_WORLDWIDE_EXPRESS_SAVER
22936,72623,112,1236.7999743195808,"[244.21599974319582, 139.69333316213059, 135.09333316213056, 170.59733316213055, 133.05333316213054, 176.58933316213054, 137.14933316213052]",131.88533316213054,UPS_WORLDWIDE_EXPRESS_SAVER
22936,83120,70,2781.9784173699163,"[196.66778417369918, 107.9945227824661, 103.39452278246611, 140.57852278246614, 102.61452278246611, 146.1505227824661, 107.55052278246612]",101.4465227824661,UPS_WORLDWIDE_EXPRESS_SAVER
22936,98327,132,3692.2598867734023,"[298.770598867734, 176.06306591182272, 171.4630659118227, 206.1670659118227, 168.82306591182268, 212.35906591182268, 172.51906591182265]",167.65506591182267,UPS_WORLDWIDE_EXPRESS_SAVER
22936,16735,130,390.51042923980174,"[262.75310429239806, 152.05140286159872, 147.4514028615987, 182.23540286159871, 144.87140286159868, 188.40740286159868, 148.60740286159867]",143.70340286159868,UPS_WORLDWIDE_EXPRESS_SAVER
22936,05602,30,839.6319614143295,"[117.2443196141433, 55.04554640942886, 50.445546409428864, 89.22954640942885, 50.865546409428866, 94.40154640942886, 56.60154640942886]",50.597546409428865,FEDEX_EXPRESS_SAVER
22936,93774,6,3605.670154697787,"[108.90470154697788, 49.48580103131857, 44.88580103131858, 84.62980103131858, 46.02580103131858, 89.5618010313186, 52.24180103131858]",45.03780103131858,FEDEX_EXPRESS_SAVER
22936,96118,50,3582.4782918689934,"[174.67278291868996, 93.33118861245995, 88.73118861245996, 126.71518861245995, 88.55118861245997, 132.08718861245995, 93.88718861245997]",87.38318861245996,UPS_WORLDWIDE_EXPRESS_SAVER
22936,62849,42,896.7071077640837,"[135.81507107764085, 67.42604738509388, 62.82604738509389, 101.13004738509389, 62.886047385093896, 106.42204738509389, 68.3820473850939]",62.97804738509389,FEDEX_EXPRESS_SAVER
22936,16022,68,339.3523708332915,"[169.24152370833292, 89.7103491388886, 85.11034913888861, 122.3743491388886, 84.39034913888861, 127.92634913888861, 89.36634913888861]",83.2223491388886,UPS_WORLDWIDE_EXPRESS_SAVER
22936,70450,90,1342.1733253459215,"[212.26973325345924, 118.3958221689728, 113.7958221689728, 150.17982216897283, 112.41582216897282, 155.9518221689728, 116.95182216897281]",111.24782216897282,UPS_WORLDWIDE_EXPRESS_SAVER
22936,70819,88,1431.0696496827711,"[210.15869649682773, 116.98846433121847, 112.38846433121847, 148.8524643312185, 111.06846433121848, 154.60446433121848, 115.64446433121847]",109.90046433121847,UPS_WORLDWIDE_EXPRESS_SAVER
22936,19516,4,335.72986531836887,"[73.20529865318369, 25.68619910212246, 21.086199102122457, 60.91019910212245, 22.28619910212246, 65.82219910212247, 28.54219910212246]",21.238199102122458,FEDEX_EXPRESS_SAVER
22936,28287,100,382.4762223255887,"[217.67276222325592, 121.99784148217059, 117.39784148217059, 153.3818414821706, 115.7178414821706, 159.2538414821706, 120.0538414821706]",114.54984148217059,UPS_WORLDWIDE_EXPRESS_SAVER
22936,59868,88,3001.909681934988,"[225.8670968193499, 127.46073121289992, 122.86073121289992, 159.32473121289993, 121.54073121289993, 165.07673121289992, 126.11673121289992]",120.37273121289992,UPS_WORLDWIDE_EXPRESS_SAVER
22936,19175,54,354.6074177496115,"[148.39407417749612, 75.81204945166407, 71.21204945166407, 109.03604945166407, 70.91204945166407, 114.44804945166408, 76.16804945166407]",69.74404945166407,UPS_WORLDWIDE_EXPRESS_SAVER
22936,33710,78,1218.196870762767,"[193.0299687076277, 105.56931247175177, 100.96931247175178, 137.83331247175178, 99.94931247175178, 143.4853124717518, 104.72531247175178]",98.78131247175178,UPS_WORLDWIDE_EXPRESS_SAVER
22936,59072,148,2618.0301453489683,"[312.0283014534897, 184.9015343023265, 180.30153430232647, 214.36553430232647, 177.18153430232647, 220.71753430232647, 180.55753430232645]",176.01353430232646,UPS_WORLDWIDE_EXPRESS_SAVER
22936,81435,128,2557.5189428998297,"[281.42318942899834, 164.4981262859989, 159.89812628599887, 194.76212628599887, 157.37812628599886, 200.91412628599886, 161.15412628599884]",156.21012628599885,UPS_WORLDWIDE_EXPRESS_SAVER
22936,54467,50,1156.611085630999,"[150.41411085631, 77.15874057087332, 72.55874057087333, 110.54274057087332, 72.37874057087333, 115.91474057087333, 77.71474057087333]",71.21074057087333,UPS_WORLDWIDE_EXPRESS_SAVER
22936,96079,142,3737.359981617139,"[314.2215998161714, 186.36373321078096, 181.76373321078094, 216.06773321078094, 178.82373321078094, 222.35973321078095, 182.31973321078092]",177.65573321078094,UPS_WORLDWIDE_EXPRESS_SAVER
22936,49084,110,805.6178899769292,"[236.9041788997693, 134.81878593317956, 130.21878593317953, 165.80278593317954, 128.23878593317954, 171.77478593317954, 132.3747859331795]",127.07078593317954,UPS_WORLDWIDE_EXPRESS_SAVER
22936,14809,22,476.1849597275951,"[101.60984959727595, 44.62256639818396, 40.02256639818397, 79.12656639818397, 40.682566398183965, 84.21856639818398, 46.57856639818396]",40.17456639818397,FEDEX_EXPRESS_SAVER
22936,28603,132,370.9967412417123,"[265.55796741241716, 153.92131160827813, 149.3213116082781, 184.0253116082781, 146.68131160827807, 190.21731160827807, 150.37731160827806]",145.51331160827806,UPS_WORLDWIDE_EXPRESS_SAVER
22936,95834,134,3713.858325987581,"[301.98658325987583, 178.2070555065839, 173.6070555065839, 208.23105550658389, 170.90705550658387, 214.44305550658387, 174.56305550658388]",169.73905550658387,UPS_WORLDWIDE_EXPRESS_SAVER
22936,72206,148,1291.0940493350438,"[298.75894049335045, 176.05529366223365, 171.45529366223363, 205.51929366223365, 168.33529366223362, 211.87129366223365, 171.7112936622336]",167.16729366223362,UPS_WORLDWIDE_EXPRESS_SAVER
22936,20442,120,152.2575042017251,"[245.37057504201726, 140.46305002801154, 135.86305002801151, 171.0470500280115, 133.58305002801148, 177.1190500280115, 137.5190500280115]",132.41505002801148,UPS_WORLDWIDE_EXPRESS_SAVER
22936,98547,16,3804.007623016028,"[125.88807623016028, 60.80805082010685, 56.208050820106855, 95.55205082010686, 57.04805082010686, 100.58405082010687, 63.06405082010685]",56.360050820106856,FEDEX_EXPRESS_SAVER
22936,63036,108,1041.8092920838315,"[236.26609292083833, 134.3933952805589, 129.79339528055888, 165.4573952805589, 127.87339528055887, 171.40939528055887, 132.04939528055885]",126.70539528055886,UPS_WORLDWIDE_EXPRESS_SAVER
22936,12185,34,671.5127043957594,"[121.56312704395759, 57.92475136263839, 53.324751362638395, 91.94875136263839, 53.62475136263839, 97.1607513626384, 59.28075136263839]",53.476751362638396,FEDEX_EXPRESS_SAVER
22936,49117,74,810.6692740882153,"[182.95469274088217, 98.85246182725477, 94.25246182725478, 131.2764618272548, 93.35246182725479, 136.8884618272548, 98.20846182725477]",92.18446182725478,UPS_WORLDWIDE_EXPRESS_SAVER
22936,48632,56,837.2319190185899,"[156.22031919018593, 81.02954612679059, 76.4295461267906, 114.1735461267906, 76.06954612679061, 119.60554612679061, 81.2855461267906]",74.9015461267906,UPS_WORLDWIDE_EXPRESS_SAVER
22936,89138,96,3253.175683033925,"[240.37975683033926, 137.1358378868929, 132.53583788689286, 168.67983788689284, 130.97583788689286, 174.51183788689286, 135.39183788689283]",129.80783788689286,UPS_WORLDWIDE_EXPRESS_SAVER
22936,43912,44,290.22418075743013,"[132.7502418075743, 65.3828278717162, 60.7828278717162, 99.00682787171618, 60.7828278717162, 104.31882787171621, 66.2388278717162]",59.6148278717162,UPS_WORLDWIDE_EXPRESS_SAVER
22936,24714,80,249.65878488700727,"[186.3445878488701, 101.1123918992467, 96.51239189924671, 133.29639189924674, 95.43239189924671, 138.9683918992467, 100.16839189924671]",94.2643918992467,UPS_WORLDWIDE_EXPRESS_SAVER
22936,28728,34,477.6428306284588,"[119.62442830628459, 56.63228553752305, 52.03228553752306, 90.65628553752305, 52.332285537523056, 95.86828553752306, 57.988285537523055]",52.18428553752306,FEDEX_EXPRESS_SAVER
22936,58716,120,2113.7890242361095,"[264.9858902423611, 153.53992682824077, 148.93992682824074, 184.12392682824074, 146.6599268282407, 190.19592682824072, 150.59592682824072]",145.4919268282407,UPS_WORLDWIDE_EXPRESS_SAVER
22936,05444,60,857.2687017007245,"[162.42068701700725, 85.16312467800482, 80.56312467800483, 118.14712467800481, 80.08312467800484, 123.61912467800482, 85.21912467800483]",78.91512467800483,UPS_WORLDWIDE_EXPRESS_SAVER
22936,80165,104,2293.1887091713998,"[242.77988709171402, 138.73592472780936, 134.13592472780934, 169.95992472780935, 132.33592472780933, 175.87192472780933, 136.59192472780933]",131.16792472780932,UPS_WORLDWIDE_EXPRESS_SAVER
22936,55808,62,1468.877643074368,"[171.5367764307437, 91.24051762049578, 86.64051762049579, 124.14451762049578, 86.1005176204958, 129.6365176204958, 91.19651762049578]",84.93251762049579,UPS_WORLDWIDE_EXPRESS_SAVER
22936,30033,44,710.2560821537913,"[136.95056082153792, 68.18304054769193, 63.58304054769194, 101.80704054769194, 63.583040547691944, 107.11904054769195, 69.03904054769194]",63.73504054769194,FEDEX_EXPRESS_SAVER
22936,50230,98,1347.151431123537,"[224.31951431123537, 126.42900954082357, 121.82900954082358, 157.8930095408236, 120.20900954082359, 163.7450095408236, 124.58500954082358]",119.04100954082358,UPS_WORLDWIDE_EXPRESS_SAVER
22936,36512,110,1179.052239064813,"[240.63852239064815, 137.30834826043213, 132.7083482604321, 168.2923482604321, 130.72834826043209, 174.2643482604321, 134.86434826043208]",129.56034826043208,UPS_WORLDWIDE_EXPRESS_SAVER
22936,96203,52,11203.012706728383,"[253.87812706728386, 146.13475137818926, 141.53475137818924, 179.43875137818927, 141.29475137818923, 184.83075137818923, 146.59075137818922]",140.12675137818923,UPS_WORLDWIDE_EXPRESS_SAVER
22936,57650,10,2189.867752654165,"[100.74667752654165, 44.04711835102776, 39.44711835102777, 79.03111835102776, 40.46711835102777, 84.00311835102778, 46.60311835102777]",39.59911835102777,FEDEX_EXPRESS_SAVER
22936,46524,146,732.8299046124206,"[290.1762990461242, 170.33353269741616, 165.73353269741614, 199.87753269741617, 162.67353269741614, 206.20953269741614, 166.0895326974161]",161.50553269741613,UPS_WORLDWIDE_EXPRESS_SAVER
22936,48846,70,772.1926997484048,"[176.56992699748406, 94.59595133165602, 89.99595133165603, 127.17995133165603, 89.21595133165603, 132.75195133165602, 94.15195133165604]",88.04795133165602,UPS_WORLDWIDE_EXPRESS_SAVER
22936,62544,100,923.4673050757918,"[223.08267305075793, 125.60444870050527, 121.00444870050528, 156.9884487005053, 119.32444870050529, 162.8604487005053, 123.66044870050528]",118.15644870050528,UPS_WORLDWIDE_EXPRESS_SAVER
22936,33134,78,1387.788681378004,"[194.72588681378005, 106.69992454252002, 102.09992454252003, 138.96392454252006, 101.07992454252003, 144.61592454252002, 105.85592454252003]",99.91192454252003,UPS_WORLDWIDE_EXPRESS_SAVER
22936,49816,58,1143.8065961523425,"[162.28606596152343, 85.07337730768228, 80.47337730768228, 118.13737730768227, 80.0533773076823, 123.5893773076823, 85.22937730768228]",78.88537730768229,UPS_WORLDWIDE_EXPRESS_SAVER
22936,83712,140,3196.22503931428,"[305.8102503931428, 180.7561669287619, 176.15616692876188, 210.5401669287619, 173.27616692876185, 216.81216692876185, 176.81216692876185]",172.10816692876185,UPS_WORLDWIDE_EXPRESS_SAVER
22936,31791,66,883.7008883512294,"[171.6850088835123, 91.33933925567486, 86.73933925567486, 124.08333925567486, 86.07933925567487, 129.61533925567488, 91.09533925567486]",84.91133925567486,UPS_WORLDWIDE_EXPRESS_SAVER
22936,05744,34,766.3061662742851,"[122.51106166274285, 58.5567077751619, 53.9567077751619, 92.5807077751619, 54.2567077751619, 97.79270777516192, 59.9127077751619]",54.1087077751619,FEDEX_EXPRESS_SAVER
22936,35144,64,930.2758156940469,"[169.15075815694047, 89.64983877129363, 85.04983877129364, 122.47383877129363, 84.44983877129366, 127.98583877129366, 89.50583877129365]",83.28183877129365,UPS_WORLDWIDE_EXPRESS_SAVER
22936,62262,124,938.6854016112878,"[259.2348540161129, 149.70590267740863, 145.1059026774086, 180.1299026774086, 142.7059026774086, 186.24190267740858, 146.56190267740857]",141.5379026774086,UPS_WORLDWIDE_EXPRESS_SAVER
22936,53826,142,1183.2943501426926,"[288.68094350142695, 169.33662900095132, 164.7366290009513, 199.0406290009513, 161.7966290009513, 205.3326290009513, 165.29262900095128]",160.6286290009513,UPS_WORLDWIDE_EXPRESS_SAVER
22936,60120,142,935.4560309224709,"[286.20256030922474, 167.68437353948318, 163.08437353948315, 197.38837353948315, 160.14437353948315, 203.68037353948316, 163.64037353948314]",158.97637353948315,UPS_WORLDWIDE_EXPRESS_SAVER
22936,21623,40,243.6097382744316,"[126.28409738274432, 61.072064921829536, 56.47206492182954, 94.85606492182953, 56.59206492182954, 100.12806492182955, 62.12806492182954]",56.62406492182954,FEDEX_EXPRESS_SAVER
22936,87941,26,2660.497542986248,"[129.45297542986248, 63.18465028657498, 58.584650286574984, 97.52865028657499, 59.12465028657498, 102.66065028657499, 64.94065028657498]",58.736650286574985,FEDEX_EXPRESS_SAVER
22936,63345,26,1141.2643887687914,"[114.26064388768792, 53.05642925845861, 48.45642925845861, 87.4004292584586, 48.99642925845861, 92.53242925845862, 54.81242925845861]",48.608429258458614,FEDEX_EXPRESS_SAVER
22936,08558,70,412.2056761150614,"[172.97005676115063, 92.19603784076706, 87.59603784076707, 124.78003784076708, 86.81603784076708, 130.35203784076708, 91.75203784076707]",85.64803784076707,UPS_WORLDWIDE_EXPRESS_SAVER
22936,53018,70,996.5443515561604,"[178.81344351556163, 96.0916290103744, 91.49162901037441, 128.6756290103744, 90.7116290103744, 134.2476290103744, 95.64762901037442]",89.54362901037439,UPS_WORLDWIDE_EXPRESS_SAVER
22936,12574,64,568.9963889396739,"[165.53796388939674, 87.24130925959783, 82.64130925959783, 120.06530925959783, 82.04130925959782, 125.57730925959783, 87.09730925959782]",80.87330925959782,UPS_WORLDWIDE_EXPRESS_SAVER
22936,45374,124,537.4243186297356,"[255.22224318629736, 147.03082879086494, 142.43082879086492, 177.45482879086492, 140.03082879086492, 183.56682879086492, 143.88682879086488]",138.8628287908649,UPS_WORLDWIDE_EXPRESS_SAVER
22936,44853,64,523.7918682690631,"[165.08591868269065, 86.9399457884604, 82.33994578846041, 119.7639457884604, 81.73994578846043, 125.27594578846043, 86.79594578846043]",80.57194578846043,UPS_WORLDWIDE_EXPRESS_SAVER
22936,99678,38,6010.75902067466,"[180.95559020674662, 97.51972680449772, 92.91972680449773, 131.38372680449774, 93.09972680449775, 136.63572680449772, 98.67572680449774]",93.07172680449773,FEDEX_EXPRESS_SAVER
22936,32337,114,993.1269194175981,"[244.77926919417598, 140.0688461294507, 135.46884612945067, 170.89284612945067, 133.36884612945067, 176.90484612945068, 137.42484612945063]",132.20084612945067,UPS_WORLDWIDE_EXPRESS_SAVER
22936,49341,120,808.7206765287539,"[251.93520676528755, 144.8394711768584, 140.2394711768584, 175.42347117685838, 137.95947117685836, 181.49547117685836, 141.89547117685836]",136.79147117685835,UPS_WORLDWIDE_EXPRESS_SAVER
22936,15546,50,225.8075135483953,"[141.10607513548396, 70.95338342365596, 66.35338342365597, 104.33738342365596, 66.17338342365598, 109.70938342365598, 71.50938342365598]",65.00538342365597,UPS_WORLDWIDE_EXPRESS_SAVER
22936,87730,140,2284.919104192985,"[296.6971910419299, 174.68079402795325, 170.08079402795323, 204.46479402795327, 167.20079402795324, 210.73679402795324, 170.7367940279532]",166.03279402795323,UPS_WORLDWIDE_EXPRESS_SAVER
22936,22844,140,58.055262699472244,"[274.42855262699476, 159.8350350846632, 155.23503508466317, 189.61903508466318, 152.35503508466314, 195.89103508466314, 155.89103508466314]",151.18703508466314,UPS_WORLDWIDE_EXPRESS_SAVER
22936,12742,86,509.2655473255682,"[197.9406554732557, 108.84310364883711, 104.24310364883712, 140.78710364883713, 102.98310364883713, 146.51910364883713, 107.59910364883713]",101.81510364883712,UPS_WORLDWIDE_EXPRESS_SAVER
22936,80744,128,2065.4282797597443,"[276.50228279759745, 161.217521865065, 156.617521865065, 191.481521865065, 154.09752186506498, 197.63352186506495, 157.87352186506493]",152.92952186506497,UPS_WORLDWIDE_EXPRESS_SAVER
22936,09833,128,9881.68140962068,"[354.66481409620684, 213.3258760641379, 208.72587606413788, 243.58987606413788, 206.20587606413787, 249.74187606413787, 209.98187606413785]",205.03787606413786,UPS_WORLDWIDE_EXPRESS_SAVER
22936,48091,14,615.8434001394728,"[91.00643400139472, 37.55362266759648, 32.953622667596484, 72.37762266759648, 33.85362266759648, 77.3896226675965, 39.90962266759648]",33.105622667596485,FEDEX_EXPRESS_SAVER
22936,63338,106,1060.313558892017,"[233.45113558892018, 132.51675705928014, 127.9167570592801, 163.66075705928014, 126.05675705928012, 169.59275705928013, 130.27275705928008]",124.88875705928011,UPS_WORLDWIDE_EXPRESS_SAVER
22936,34430,128,1077.1662503275127,"[266.61966250327515, 154.62910833551678, 150.02910833551675, 184.89310833551676, 147.50910833551674, 191.04510833551677, 151.28510833551672]",146.34110833551674,UPS_WORLDWIDE_EXPRESS_SAVER
22936,90037,94,3578.412576541111,"[240.63212576541113, 137.30408384360743, 132.7040838436074, 168.92808384360742, 131.2040838436074, 174.7400838436074, 135.6600838436074]",130.0360838436074,UPS_WORLDWIDE_EXPRESS_SAVER
22936,67038,144,1603.2913735877512,"[295.8809137358775, 174.1366091572517, 169.5366091572517, 203.7606091572517, 166.5366091572517, 210.0726091572517, 169.99260915725165]",165.36860915725168,UPS_WORLDWIDE_EXPRESS_SAVER
22936,68718,68,1692.3415164690182,"[182.7714151646902, 98.73027677646012, 94.13027677646012, 131.39427677646015, 93.41027677646012, 136.94627677646014, 98.38627677646012]",92.24227677646012,UPS_WORLDWIDE_EXPRESS_SAVER
22936,58363,110,2049.807165314706,"[249.34607165314708, 143.11338110209806, 138.51338110209804, 174.09738110209807, 136.53338110209805, 180.06938110209805, 140.66938110209801]",135.36538110209804,UPS_WORLDWIDE_EXPRESS_SAVER
22936,75404,0,1685.0275993019109,"[80.69827599301911, 30.681517328679405, 26.081517328679404, 66.0655173286794, 27.401517328679407, 70.93751732867942, 33.7375173286794]",26.233517328679405,FEDEX_EXPRESS_SAVER
22936,17862,124,324.7311882366453,"[253.09531188236647, 145.61287458824432, 141.0128745882443, 176.03687458824433, 138.61287458824432, 182.14887458824433, 142.4688745882443]",137.44487458824432,UPS_WORLDWIDE_EXPRESS_SAVER
22936,84011,120,2862.4348886386097,"[272.4723488863861, 158.53089925759076, 153.93089925759074, 189.11489925759074, 151.65089925759074, 195.1868992575907, 155.58689925759072]",150.48289925759073,UPS_WORLDWIDE_EXPRESS_SAVER
22936,71002,130,1484.1419668110768,"[273.6894196681108, 159.34227977874053, 154.7422797787405, 189.52627977874053, 152.16227977874053, 195.69827977874053, 155.8982797787405]",150.99427977874052,UPS_WORLDWIDE_EXPRESS_SAVER
22936,99651,30,6091.283164892372,"[169.76083164892373, 90.05655443261581, 85.45655443261582, 124.24055443261581, 85.87655443261582, 129.41255443261582, 91.61255443261582]",85.60855443261582,FEDEX_EXPRESS_SAVER
